 *                                      
 * hydrostatic:  btemp=  6.000E+09 bden=  6.000E+09
 *          time                he4           c12           o16           ne20          mg24          si28          s32           ar36 
   8895  6.815135508896E-05  2.547210E-04  4.505984E-06  9.647430E-05  2.763162E-06  4.776675E-04  1.846861E-01  1.619055E-01  7.151112E-02
   8896  6.815533034189E-05  2.547232E-04  4.505879E-06  9.646948E-05  2.763032E-06  4.776455E-04  1.846796E-01  1.619012E-01  7.150988E-02
   8897  6.815854953952E-05  2.547250E-04  4.505794E-06  9.646558E-05  2.762926E-06  4.776278E-04  1.846743E-01  1.618978E-01  7.150887E-02
   8898  6.817009344360E-05  2.547314E-04  4.505489E-06  9.645159E-05  2.762547E-06  4.775640E-04  1.846553E-01  1.618856E-01  7.150527E-02
   8899  6.817743977660E-05  2.547355E-04  4.505295E-06  9.644269E-05  2.762306E-06  4.775234E-04  1.846432E-01  1.618778E-01  7.150298E-02
   8900  6.818252772844E-05  2.547383E-04  4.505160E-06  9.643652E-05  2.762139E-06  4.774953E-04  1.846349E-01  1.618724E-01  7.150139E-02
   8901  6.818648071352E-05  2.547405E-04  4.505056E-06  9.643173E-05  2.762009E-06  4.774735E-04  1.846284E-01  1.618683E-01  7.150015E-02
   8902  6.818968371069E-05  2.547423E-04  4.504971E-06  9.642785E-05  2.761904E-06  4.774558E-04  1.846231E-01  1.618649E-01  7.149915E-02
   8903  6.820118712272E-05  2.547487E-04  4.504667E-06  9.641392E-05  2.761526E-06  4.773923E-04  1.846042E-01  1.618527E-01  7.149556E-02
   8904  6.820851347717E-05  2.547527E-04  4.504473E-06  9.640505E-05  2.761286E-06  4.773519E-04  1.845922E-01  1.618449E-01  7.149328E-02
   8905  6.821359068016E-05  2.547555E-04  4.504339E-06  9.639890E-05  2.761119E-06  4.773238E-04  1.845839E-01  1.618396E-01  7.149169E-02
   8906  6.821753919269E-05  2.547577E-04  4.504235E-06  9.639412E-05  2.760990E-06  4.773021E-04  1.845774E-01  1.618354E-01  7.149046E-02
   8907  6.822073914684E-05  2.547595E-04  4.504150E-06  9.639025E-05  2.760885E-06  4.772844E-04  1.845721E-01  1.618320E-01  7.148946E-02
   8908  6.823223560472E-05  2.547659E-04  4.503847E-06  9.637633E-05  2.760507E-06  4.772210E-04  1.845533E-01  1.618198E-01  7.148588E-02
   8909  6.823955896413E-05  2.547699E-04  4.503653E-06  9.636747E-05  2.760267E-06  4.771806E-04  1.845413E-01  1.618121E-01  7.148359E-02
   8910  6.824463484493E-05  2.547727E-04  4.503519E-06  9.636133E-05  2.760101E-06  4.771526E-04  1.845329E-01  1.618067E-01  7.148201E-02
   8911  6.824858296994E-05  2.547749E-04  4.503415E-06  9.635655E-05  2.759971E-06  4.771308E-04  1.845264E-01  1.618025E-01  7.148078E-02
   8912  6.825178288988E-05  2.547767E-04  4.503331E-06  9.635268E-05  2.759867E-06  4.771132E-04  1.845212E-01  1.617991E-01  7.147978E-02
   8913  6.826328001525E-05  2.547831E-04  4.503027E-06  9.633878E-05  2.759490E-06  4.770498E-04  1.845023E-01  1.617870E-01  7.147620E-02
   8914  6.827060423233E-05  2.547871E-04  4.502834E-06  9.632992E-05  2.759250E-06  4.770094E-04  1.844903E-01  1.617792E-01  7.147391E-02
   8915  6.827568092504E-05  2.547899E-04  4.502700E-06  9.632378E-05  2.759083E-06  4.769815E-04  1.844820E-01  1.617739E-01  7.147233E-02
   8916  6.827962958566E-05  2.547921E-04  4.502595E-06  9.631901E-05  2.758954E-06  4.769597E-04  1.844755E-01  1.617697E-01  7.147110E-02
   8917  6.828283015053E-05  2.547939E-04  4.502511E-06  9.631514E-05  2.758849E-06  4.769421E-04  1.844703E-01  1.617663E-01  7.147010E-02
   8918  6.829432967197E-05  2.548003E-04  4.502207E-06  9.630124E-05  2.758472E-06  4.768787E-04  1.844514E-01  1.617541E-01  7.146651E-02
   8919  6.830165562036E-05  2.548043E-04  4.502014E-06  9.629239E-05  2.758233E-06  4.768384E-04  1.844394E-01  1.617464E-01  7.146423E-02
   8920  6.830673361126E-05  2.548071E-04  4.501880E-06  9.628625E-05  2.758066E-06  4.768104E-04  1.844311E-01  1.617410E-01  7.146265E-02
   8921  6.831068301991E-05  2.548093E-04  4.501776E-06  9.628148E-05  2.757937E-06  4.767887E-04  1.844246E-01  1.617368E-01  7.146142E-02
   8922  6.831388438709E-05  2.548111E-04  4.501691E-06  9.627762E-05  2.757832E-06  4.767710E-04  1.844194E-01  1.617335E-01  7.146042E-02
   8923  6.832538672199E-05  2.548175E-04  4.501388E-06  9.626372E-05  2.757456E-06  4.767077E-04  1.844005E-01  1.617213E-01  7.145683E-02
   8924  6.833271461369E-05  2.548215E-04  4.501195E-06  9.625488E-05  2.757216E-06  4.766674E-04  1.843885E-01  1.617136E-01  7.145455E-02
   8925  6.833779401897E-05  2.548243E-04  4.501061E-06  9.624874E-05  2.757050E-06  4.766394E-04  1.843802E-01  1.617082E-01  7.145297E-02
   8926  6.834174422385E-05  2.548265E-04  4.500956E-06  9.624397E-05  2.756920E-06  4.766177E-04  1.843737E-01  1.617040E-01  7.145173E-02
   8927  6.834494642637E-05  2.548283E-04  4.500872E-06  9.624011E-05  2.756816E-06  4.766001E-04  1.843685E-01  1.617006E-01  7.145074E-02
   8928  6.835645165630E-05  2.548347E-04  4.500569E-06  9.622622E-05  2.756439E-06  4.765368E-04  1.843496E-01  1.616885E-01  7.144715E-02
   8929  6.836378153269E-05  2.548387E-04  4.500375E-06  9.621738E-05  2.756200E-06  4.764965E-04  1.843376E-01  1.616807E-01  7.144487E-02
   8930  6.836886237788E-05  2.548415E-04  4.500241E-06  9.621125E-05  2.756034E-06  4.764685E-04  1.843293E-01  1.616754E-01  7.144328E-02
   8931  6.837281339041E-05  2.548437E-04  4.500137E-06  9.620648E-05  2.755904E-06  4.764468E-04  1.843229E-01  1.616712E-01  7.144205E-02
   8932  6.837601644008E-05  2.548455E-04  4.500053E-06  9.620262E-05  2.755800E-06  4.764292E-04  1.843176E-01  1.616678E-01  7.144106E-02
   8933  6.838752458419E-05  2.548519E-04  4.499749E-06  9.618874E-05  2.755423E-06  4.763659E-04  1.842988E-01  1.616557E-01  7.143747E-02
   8934  6.839485645753E-05  2.548559E-04  4.499556E-06  9.617990E-05  2.755184E-06  4.763256E-04  1.842868E-01  1.616479E-01  7.143519E-02
   8935  6.839993874835E-05  2.548587E-04  4.499422E-06  9.617377E-05  2.755018E-06  4.762977E-04  1.842785E-01  1.616425E-01  7.143360E-02
   8936  6.840389057409E-05  2.548609E-04  4.499318E-06  9.616900E-05  2.754889E-06  4.762760E-04  1.842720E-01  1.616384E-01  7.143237E-02
   8937  6.840709447541E-05  2.548627E-04  4.499234E-06  9.616514E-05  2.754784E-06  4.762584E-04  1.842668E-01  1.616350E-01  7.143138E-02
   8938  6.841860555319E-05  2.548691E-04  4.498930E-06  9.615127E-05  2.754408E-06  4.761951E-04  1.842479E-01  1.616228E-01  7.142779E-02
   8939  6.842593943203E-05  2.548731E-04  4.498737E-06  9.614243E-05  2.754168E-06  4.761548E-04  1.842359E-01  1.616151E-01  7.142551E-02
   8940  6.843102317318E-05  2.548759E-04  4.498603E-06  9.613631E-05  2.754002E-06  4.761269E-04  1.842276E-01  1.616097E-01  7.142392E-02
   8941  6.843497581270E-05  2.548781E-04  4.498499E-06  9.613154E-05  2.753873E-06  4.761052E-04  1.842212E-01  1.616056E-01  7.142269E-02
   8942  6.843818056422E-05  2.548799E-04  4.498415E-06  9.612768E-05  2.753769E-06  4.760876E-04  1.842159E-01  1.616022E-01  7.142169E-02
   8943  6.844969456360E-05  2.548863E-04  4.498112E-06  9.611382E-05  2.753393E-06  4.760244E-04  1.841971E-01  1.615900E-01  7.141811E-02
   8944  6.845703044274E-05  2.548903E-04  4.497918E-06  9.610498E-05  2.753154E-06  4.759841E-04  1.841851E-01  1.615823E-01  7.141583E-02
   8945  6.846211563430E-05  2.548931E-04  4.497784E-06  9.609886E-05  2.752988E-06  4.759562E-04  1.841768E-01  1.615769E-01  7.141424E-02
   8946  6.846606908942E-05  2.548953E-04  4.497680E-06  9.609410E-05  2.752859E-06  4.759345E-04  1.841703E-01  1.615728E-01  7.141301E-02
   8947  6.846927469394E-05  2.548971E-04  4.497596E-06  9.609024E-05  2.752754E-06  4.759169E-04  1.841651E-01  1.615694E-01  7.141201E-02
   8948  6.848079163707E-05  2.549035E-04  4.497293E-06  9.607638E-05  2.752378E-06  4.758538E-04  1.841463E-01  1.615572E-01  7.140843E-02
   8949  6.848812952910E-05  2.549075E-04  4.497100E-06  9.606755E-05  2.752139E-06  4.758135E-04  1.841343E-01  1.615495E-01  7.140615E-02
   8950  6.849321617685E-05  2.549103E-04  4.496966E-06  9.606143E-05  2.751973E-06  4.757856E-04  1.841260E-01  1.615441E-01  7.140456E-02
   8951  6.849717045425E-05  2.549125E-04  4.496862E-06  9.605667E-05  2.751844E-06  4.757639E-04  1.841195E-01  1.615400E-01  7.140333E-02
   8952  6.850037691663E-05  2.549143E-04  4.496777E-06  9.605281E-05  2.751740E-06  4.757464E-04  1.841143E-01  1.615366E-01  7.140233E-02
   8953  6.851189680936E-05  2.549206E-04  4.496474E-06  9.603896E-05  2.751364E-06  4.756832E-04  1.840955E-01  1.615244E-01  7.139875E-02
   8954  6.851923671759E-05  2.549247E-04  4.496281E-06  9.603013E-05  2.751125E-06  4.756430E-04  1.840835E-01  1.615167E-01  7.139646E-02
   8955  6.852432482423E-05  2.549275E-04  4.496147E-06  9.602401E-05  2.750959E-06  4.756151E-04  1.840752E-01  1.615113E-01  7.139488E-02
   8956  6.852827991710E-05  2.549297E-04  4.496043E-06  9.601926E-05  2.750830E-06  4.755934E-04  1.840687E-01  1.615072E-01  7.139365E-02
   8957  6.853148723357E-05  2.549315E-04  4.495959E-06  9.601540E-05  2.750726E-06  4.755758E-04  1.840635E-01  1.615038E-01  7.139265E-02
   8958  6.854301007483E-05  2.549378E-04  4.495656E-06  9.600156E-05  2.750350E-06  4.755127E-04  1.840447E-01  1.614917E-01  7.138907E-02
   8959  6.855035199993E-05  2.549419E-04  4.495463E-06  9.599273E-05  2.750111E-06  4.754725E-04  1.840327E-01  1.614839E-01  7.138678E-02
   8960  6.855544156760E-05  2.549447E-04  4.495329E-06  9.598662E-05  2.749946E-06  4.754446E-04  1.840244E-01  1.614786E-01  7.138520E-02
   8961  6.855939748267E-05  2.549469E-04  4.495225E-06  9.598186E-05  2.749817E-06  4.754230E-04  1.840180E-01  1.614744E-01  7.138397E-02
   8962  6.856260565630E-05  2.549487E-04  4.495140E-06  9.597801E-05  2.749712E-06  4.754054E-04  1.840127E-01  1.614710E-01  7.138297E-02
   8963  6.857413144790E-05  2.549550E-04  4.494837E-06  9.596417E-05  2.749337E-06  4.753423E-04  1.839939E-01  1.614589E-01  7.137939E-02
   8964  6.858147539104E-05  2.549591E-04  4.494644E-06  9.595535E-05  2.749098E-06  4.753021E-04  1.839820E-01  1.614511E-01  7.137710E-02
   8965  6.858656641930E-05  2.549619E-04  4.494511E-06  9.594924E-05  2.748932E-06  4.752742E-04  1.839737E-01  1.614458E-01  7.137552E-02
   8966  6.859052315663E-05  2.549641E-04  4.494407E-06  9.594449E-05  2.748804E-06  4.752526E-04  1.839672E-01  1.614416E-01  7.137429E-02
   8967  6.859373218964E-05  2.549658E-04  4.494322E-06  9.594063E-05  2.748699E-06  4.752350E-04  1.839620E-01  1.614382E-01  7.137329E-02
   8968  6.860526094222E-05  2.549722E-04  4.494019E-06  9.592680E-05  2.748324E-06  4.751719E-04  1.839432E-01  1.614261E-01  7.136971E-02
   8969  6.861260690951E-05  2.549763E-04  4.493826E-06  9.591798E-05  2.748085E-06  4.751318E-04  1.839312E-01  1.614184E-01  7.136742E-02
   8970  6.861769940254E-05  2.549791E-04  4.493692E-06  9.591187E-05  2.747920E-06  4.751039E-04  1.839229E-01  1.614130E-01  7.136584E-02
   8971  6.862165696382E-05  2.549812E-04  4.493588E-06  9.590712E-05  2.747791E-06  4.750823E-04  1.839165E-01  1.614088E-01  7.136461E-02
   8972  6.862486685866E-05  2.549830E-04  4.493504E-06  9.590327E-05  2.747687E-06  4.750647E-04  1.839112E-01  1.614055E-01  7.136361E-02
   8973  6.863639857425E-05  2.549894E-04  4.493201E-06  9.588944E-05  2.747312E-06  4.750017E-04  1.838924E-01  1.613933E-01  7.136003E-02
   8974  6.864374656859E-05  2.549934E-04  4.493008E-06  9.588063E-05  2.747073E-06  4.749615E-04  1.838805E-01  1.613856E-01  7.135775E-02
   8975  6.864884052745E-05  2.549962E-04  4.492874E-06  9.587452E-05  2.746907E-06  4.749337E-04  1.838722E-01  1.613802E-01  7.135616E-02
   8976  6.865279891271E-05  2.549984E-04  4.492770E-06  9.586978E-05  2.746779E-06  4.749120E-04  1.838657E-01  1.613761E-01  7.135493E-02
   8977  6.865600966894E-05  2.550002E-04  4.492686E-06  9.586593E-05  2.746674E-06  4.748945E-04  1.838605E-01  1.613727E-01  7.135393E-02
   8978  6.866754435880E-05  2.550066E-04  4.492383E-06  9.585210E-05  2.746300E-06  4.748315E-04  1.838417E-01  1.613606E-01  7.135035E-02
   8979  6.867489438456E-05  2.550106E-04  4.492190E-06  9.584329E-05  2.746061E-06  4.747913E-04  1.838298E-01  1.613528E-01  7.134807E-02
   8980  6.867998981520E-05  2.550134E-04  4.492057E-06  9.583719E-05  2.745895E-06  4.747635E-04  1.838215E-01  1.613475E-01  7.134648E-02
   8981  6.868394903043E-05  2.550156E-04  4.491953E-06  9.583245E-05  2.745767E-06  4.747419E-04  1.838150E-01  1.613433E-01  7.134525E-02
   8982  6.868716065277E-05  2.550174E-04  4.491868E-06  9.582860E-05  2.745663E-06  4.747243E-04  1.838098E-01  1.613399E-01  7.134425E-02
   8983  6.869869831761E-05  2.550237E-04  4.491565E-06  9.581478E-05  2.745288E-06  4.746613E-04  1.837910E-01  1.613278E-01  7.134067E-02
   8984  6.870605037755E-05  2.550278E-04  4.491373E-06  9.580598E-05  2.745049E-06  4.746212E-04  1.837791E-01  1.613201E-01  7.133839E-02
   8985  6.871114727734E-05  2.550306E-04  4.491239E-06  9.579987E-05  2.744884E-06  4.745934E-04  1.837708E-01  1.613147E-01  7.133680E-02
   8986  6.871510731632E-05  2.550328E-04  4.491135E-06  9.579513E-05  2.744755E-06  4.745718E-04  1.837643E-01  1.613106E-01  7.133557E-02
   8987  6.871831980037E-05  2.550346E-04  4.491051E-06  9.579129E-05  2.744651E-06  4.745543E-04  1.837591E-01  1.613072E-01  7.133457E-02
   8988  6.872986043437E-05  2.550409E-04  4.490748E-06  9.577747E-05  2.744277E-06  4.744913E-04  1.837403E-01  1.612951E-01  7.133099E-02
   8989  6.873721452436E-05  2.550450E-04  4.490555E-06  9.576867E-05  2.744038E-06  4.744512E-04  1.837284E-01  1.612873E-01  7.132871E-02
   8990  6.874231289553E-05  2.550478E-04  4.490421E-06  9.576257E-05  2.743873E-06  4.744234E-04  1.837201E-01  1.612820E-01  7.132712E-02
   8991  6.874627376307E-05  2.550500E-04  4.490317E-06  9.575783E-05  2.743744E-06  4.744018E-04  1.837136E-01  1.612778E-01  7.132589E-02
   8992  6.874948711008E-05  2.550517E-04  4.490233E-06  9.575399E-05  2.743640E-06  4.743842E-04  1.837084E-01  1.612744E-01  7.132490E-02
   8993  6.876103072125E-05  2.550581E-04  4.489930E-06  9.574018E-05  2.743266E-06  4.743213E-04  1.836897E-01  1.612623E-01  7.132131E-02
   8994  6.876838684776E-05  2.550621E-04  4.489737E-06  9.573139E-05  2.743028E-06  4.742812E-04  1.836777E-01  1.612546E-01  7.131903E-02
   8995  6.877348669143E-05  2.550649E-04  4.489604E-06  9.572529E-05  2.742862E-06  4.742534E-04  1.836694E-01  1.612492E-01  7.131744E-02
   8996  6.877744839097E-05  2.550671E-04  4.489500E-06  9.572055E-05  2.742734E-06  4.742318E-04  1.836630E-01  1.612451E-01  7.131621E-02
   8997  6.878066260901E-05  2.550689E-04  4.489416E-06  9.571671E-05  2.742630E-06  4.742143E-04  1.836578E-01  1.612417E-01  7.131522E-02
   8998  6.879220921368E-05  2.550753E-04  4.489113E-06  9.570291E-05  2.742256E-06  4.741514E-04  1.836390E-01  1.612296E-01  7.131163E-02
   8999  6.879956738546E-05  2.550793E-04  4.488920E-06  9.569412E-05  2.742017E-06  4.741113E-04  1.836270E-01  1.612218E-01  7.130935E-02
   9000  6.880466871007E-05  2.550821E-04  4.488786E-06  9.568802E-05  2.741852E-06  4.740835E-04  1.836188E-01  1.612165E-01  7.130776E-02
   9001  6.880863124308E-05  2.550843E-04  4.488683E-06  9.568329E-05  2.741724E-06  4.740620E-04  1.836123E-01  1.612123E-01  7.130654E-02
   9002  6.881184632869E-05  2.550861E-04  4.488598E-06  9.567945E-05  2.741620E-06  4.740445E-04  1.836071E-01  1.612090E-01  7.130554E-02
   9003  6.882339592014E-05  2.550924E-04  4.488296E-06  9.566565E-05  2.741246E-06  4.739816E-04  1.835884E-01  1.611968E-01  7.130195E-02
   9004  6.883075613528E-05  2.550965E-04  4.488103E-06  9.565686E-05  2.741007E-06  4.739415E-04  1.835764E-01  1.611891E-01  7.129967E-02
   9005  6.883585893961E-05  2.550993E-04  4.487969E-06  9.565077E-05  2.740842E-06  4.739137E-04  1.835681E-01  1.611838E-01  7.129809E-02
   9006  6.883982230369E-05  2.551015E-04  4.487865E-06  9.564604E-05  2.740714E-06  4.738922E-04  1.835617E-01  1.611796E-01  7.129686E-02
   9007  6.884303826034E-05  2.551032E-04  4.487781E-06  9.564220E-05  2.740610E-06  4.738747E-04  1.835565E-01  1.611762E-01  7.129586E-02
   9008  6.885459085492E-05  2.551096E-04  4.487479E-06  9.562841E-05  2.740236E-06  4.738118E-04  1.835377E-01  1.611641E-01  7.129227E-02
   9009  6.886195312131E-05  2.551136E-04  4.487286E-06  9.561962E-05  2.739998E-06  4.737718E-04  1.835258E-01  1.611564E-01  7.128999E-02
   9010  6.886705740689E-05  2.551165E-04  4.487152E-06  9.561353E-05  2.739833E-06  4.737440E-04  1.835175E-01  1.611510E-01  7.128841E-02
   9011  6.887102160208E-05  2.551186E-04  4.487048E-06  9.560880E-05  2.739705E-06  4.737224E-04  1.835111E-01  1.611469E-01  7.128718E-02
   9012  6.887423842801E-05  2.551204E-04  4.486964E-06  9.560496E-05  2.739601E-06  4.737049E-04  1.835059E-01  1.611435E-01  7.128618E-02
   9013  6.888579401928E-05  2.551268E-04  4.486662E-06  9.559118E-05  2.739227E-06  4.736421E-04  1.834871E-01  1.611314E-01  7.128260E-02
   9014  6.889315833439E-05  2.551308E-04  4.486469E-06  9.558240E-05  2.738989E-06  4.736021E-04  1.834752E-01  1.611237E-01  7.128031E-02
   9015  6.889826410387E-05  2.551336E-04  4.486335E-06  9.557631E-05  2.738824E-06  4.735743E-04  1.834669E-01  1.611183E-01  7.127873E-02
   9016  6.890222913683E-05  2.551358E-04  4.486232E-06  9.557158E-05  2.738696E-06  4.735528E-04  1.834605E-01  1.611141E-01  7.127750E-02
   9017  6.890544683416E-05  2.551376E-04  4.486147E-06  9.556775E-05  2.738592E-06  4.735353E-04  1.834553E-01  1.611108E-01  7.127650E-02
   9018  6.891700542416E-05  2.551439E-04  4.485845E-06  9.555397E-05  2.738218E-06  4.734725E-04  1.834365E-01  1.610987E-01  7.127292E-02
   9019  6.892437178917E-05  2.551480E-04  4.485652E-06  9.554519E-05  2.737980E-06  4.734325E-04  1.834246E-01  1.610909E-01  7.127063E-02
   9020  6.892947904368E-05  2.551508E-04  4.485519E-06  9.553911E-05  2.737815E-06  4.734047E-04  1.834163E-01  1.610856E-01  7.126905E-02
   9021  6.893344491230E-05  2.551530E-04  4.485415E-06  9.553438E-05  2.737687E-06  4.733832E-04  1.834099E-01  1.610814E-01  7.126782E-02
   9022  6.893666348291E-05  2.551547E-04  4.485331E-06  9.553055E-05  2.737583E-06  4.733657E-04  1.834047E-01  1.610781E-01  7.126682E-02
   9023  6.894822507714E-05  2.551611E-04  4.485028E-06  9.551678E-05  2.737210E-06  4.733030E-04  1.833859E-01  1.610659E-01  7.126324E-02
   9024  6.895559349768E-05  2.551651E-04  4.484835E-06  9.550800E-05  2.736972E-06  4.732630E-04  1.833740E-01  1.610582E-01  7.126095E-02
   9025  6.896070223840E-05  2.551679E-04  4.484702E-06  9.550192E-05  2.736807E-06  4.732352E-04  1.833657E-01  1.610529E-01  7.125937E-02
   9026  6.896466894700E-05  2.551701E-04  4.484598E-06  9.549720E-05  2.736679E-06  4.732137E-04  1.833593E-01  1.610487E-01  7.125814E-02
   9027  6.896788839392E-05  2.551719E-04  4.484514E-06  9.549336E-05  2.736575E-06  4.731962E-04  1.833541E-01  1.610454E-01  7.125714E-02
   9028  6.897945300304E-05  2.551782E-04  4.484212E-06  9.547960E-05  2.736202E-06  4.731335E-04  1.833354E-01  1.610332E-01  7.125356E-02
   9029  6.898682348255E-05  2.551823E-04  4.484019E-06  9.547083E-05  2.735965E-06  4.730935E-04  1.833234E-01  1.610255E-01  7.125128E-02
   9030  6.899193371242E-05  2.551851E-04  4.483885E-06  9.546475E-05  2.735800E-06  4.730658E-04  1.833152E-01  1.610202E-01  7.124969E-02
   9031  6.899590126216E-05  2.551873E-04  4.483782E-06  9.546003E-05  2.735672E-06  4.730443E-04  1.833088E-01  1.610160E-01  7.124846E-02
   9032  6.899912158792E-05  2.551890E-04  4.483697E-06  9.545620E-05  2.735568E-06  4.730268E-04  1.833035E-01  1.610127E-01  7.124747E-02
   9033  6.901068922471E-05  2.551954E-04  4.483395E-06  9.544244E-05  2.735195E-06  4.729641E-04  1.832848E-01  1.610005E-01  7.124388E-02
   9034  6.901806177280E-05  2.551994E-04  4.483203E-06  9.543367E-05  2.734957E-06  4.729241E-04  1.832729E-01  1.609928E-01  7.124160E-02
   9035  6.902317349727E-05  2.552023E-04  4.483069E-06  9.542759E-05  2.734792E-06  4.728964E-04  1.832646E-01  1.609875E-01  7.124001E-02
   9036  6.902714188633E-05  2.552044E-04  4.482965E-06  9.542287E-05  2.734665E-06  4.728749E-04  1.832582E-01  1.609833E-01  7.123879E-02
   9037  6.903036308875E-05  2.552062E-04  4.482881E-06  9.541904E-05  2.734561E-06  4.728575E-04  1.832530E-01  1.609800E-01  7.123779E-02
   9038  6.904193374285E-05  2.552126E-04  4.482579E-06  9.540529E-05  2.734188E-06  4.727948E-04  1.832343E-01  1.609679E-01  7.123420E-02
   9039  6.904930835396E-05  2.552166E-04  4.482386E-06  9.539653E-05  2.733950E-06  4.727548E-04  1.832224E-01  1.609601E-01  7.123192E-02
   9040  6.905442157494E-05  2.552194E-04  4.482253E-06  9.539045E-05  2.733786E-06  4.727271E-04  1.832141E-01  1.609548E-01  7.123034E-02
   9041  6.905839080760E-05  2.552216E-04  4.482149E-06  9.538574E-05  2.733658E-06  4.727056E-04  1.832077E-01  1.609506E-01  7.122911E-02
   9042  6.906161289041E-05  2.552234E-04  4.482065E-06  9.538191E-05  2.733554E-06  4.726882E-04  1.832025E-01  1.609473E-01  7.122811E-02
   9043  6.907318657618E-05  2.552297E-04  4.481763E-06  9.536816E-05  2.733181E-06  4.726255E-04  1.831838E-01  1.609352E-01  7.122453E-02
   9044  6.908056325845E-05  2.552338E-04  4.481570E-06  9.535940E-05  2.732944E-06  4.725856E-04  1.831719E-01  1.609275E-01  7.122224E-02
   9045  6.908567797374E-05  2.552366E-04  4.481437E-06  9.535333E-05  2.732779E-06  4.725579E-04  1.831636E-01  1.609221E-01  7.122066E-02
   9046  6.908964805057E-05  2.552387E-04  4.481333E-06  9.534861E-05  2.732651E-06  4.725364E-04  1.831572E-01  1.609180E-01  7.121943E-02
   9047  6.909287101403E-05  2.552405E-04  4.481249E-06  9.534479E-05  2.732548E-06  4.725190E-04  1.831520E-01  1.609146E-01  7.121843E-02
   9048  6.910444772728E-05  2.552469E-04  4.480947E-06  9.533105E-05  2.732175E-06  4.724563E-04  1.831333E-01  1.609025E-01  7.121485E-02
   9049  6.911182647815E-05  2.552509E-04  4.480754E-06  9.532229E-05  2.731938E-06  4.724164E-04  1.831214E-01  1.608948E-01  7.121256E-02
   9050  6.911694269386E-05  2.552537E-04  4.480621E-06  9.531622E-05  2.731773E-06  4.723887E-04  1.831131E-01  1.608894E-01  7.121098E-02
   9051  6.912091361349E-05  2.552559E-04  4.480517E-06  9.531151E-05  2.731646E-06  4.723673E-04  1.831067E-01  1.608853E-01  7.120975E-02
   9052  6.912413745571E-05  2.552577E-04  4.480433E-06  9.530768E-05  2.731542E-06  4.723498E-04  1.831015E-01  1.608819E-01  7.120875E-02
   9053  6.913571720871E-05  2.552640E-04  4.480131E-06  9.529395E-05  2.731169E-06  4.722872E-04  1.830828E-01  1.608698E-01  7.120517E-02
   9054  6.914309803674E-05  2.552681E-04  4.479938E-06  9.528519E-05  2.730932E-06  4.722473E-04  1.830709E-01  1.608621E-01  7.120289E-02
   9055  6.914821575445E-05  2.552709E-04  4.479805E-06  9.527913E-05  2.730768E-06  4.722196E-04  1.830626E-01  1.608567E-01  7.120130E-02
   9056  6.915218752413E-05  2.552730E-04  4.479701E-06  9.527442E-05  2.730640E-06  4.721982E-04  1.830562E-01  1.608526E-01  7.120007E-02
   9057  6.915541225382E-05  2.552748E-04  4.479617E-06  9.527059E-05  2.730536E-06  4.721807E-04  1.830510E-01  1.608492E-01  7.119908E-02
   9058  6.916699505556E-05  2.552812E-04  4.479315E-06  9.525686E-05  2.730164E-06  4.721182E-04  1.830323E-01  1.608371E-01  7.119549E-02
   9059  6.917437796575E-05  2.552852E-04  4.479123E-06  9.524812E-05  2.729927E-06  4.720783E-04  1.830204E-01  1.608294E-01  7.119321E-02
   9060  6.917949718648E-05  2.552880E-04  4.478989E-06  9.524205E-05  2.729762E-06  4.720506E-04  1.830121E-01  1.608241E-01  7.119162E-02
   9061  6.918346980401E-05  2.552902E-04  4.478886E-06  9.523734E-05  2.729635E-06  4.720292E-04  1.830057E-01  1.608199E-01  7.119040E-02
   9062  6.918669541843E-05  2.552920E-04  4.478801E-06  9.523352E-05  2.729531E-06  4.720118E-04  1.830005E-01  1.608166E-01  7.118940E-02
   9063  6.919828127147E-05  2.552983E-04  4.478499E-06  9.521980E-05  2.729159E-06  4.719492E-04  1.829818E-01  1.608045E-01  7.118581E-02
   9064  6.920566626581E-05  2.553023E-04  4.478307E-06  9.521105E-05  2.728922E-06  4.719093E-04  1.829699E-01  1.607968E-01  7.118353E-02
   9065  6.921078699494E-05  2.553052E-04  4.478174E-06  9.520499E-05  2.728758E-06  4.718817E-04  1.829617E-01  1.607914E-01  7.118195E-02
   9066  6.921476046121E-05  2.553073E-04  4.478070E-06  9.520028E-05  2.728630E-06  4.718602E-04  1.829553E-01  1.607873E-01  7.118072E-02
   9067  6.921798696275E-05  2.553091E-04  4.477986E-06  9.519646E-05  2.728527E-06  4.718428E-04  1.829501E-01  1.607839E-01  7.117972E-02
   9068  6.922957587055E-05  2.553154E-04  4.477684E-06  9.518275E-05  2.728155E-06  4.717803E-04  1.829314E-01  1.607718E-01  7.117614E-02
   9069  6.923696295133E-05  2.553195E-04  4.477491E-06  9.517400E-05  2.727918E-06  4.717404E-04  1.829195E-01  1.607641E-01  7.117385E-02
   9070  6.924208519051E-05  2.553223E-04  4.477358E-06  9.516794E-05  2.727753E-06  4.717128E-04  1.829113E-01  1.607588E-01  7.117227E-02
   9071  6.924605950752E-05  2.553245E-04  4.477255E-06  9.516324E-05  2.727626E-06  4.716914E-04  1.829049E-01  1.607546E-01  7.117104E-02
   9072  6.924928689499E-05  2.553262E-04  4.477170E-06  9.515942E-05  2.727522E-06  4.716740E-04  1.828997E-01  1.607512E-01  7.117004E-02
