 *                                      
 * hydrostatic:  btemp=  6.000E+09 bden=  6.000E+09
 *          time                ca40          ti44          cr48          fe52          ni56 
   3324  3.170148339122E-05  7.631833E-02  1.808420E-03  6.488284E-03  4.026766E-02  2.978498E-01
   3325  3.170539766744E-05  7.631837E-02  1.808454E-03  6.488530E-03  4.026993E-02  2.978721E-01
   3326  3.171717165682E-05  7.631849E-02  1.808558E-03  6.489268E-03  4.027676E-02  2.979391E-01
   3327  3.172388391597E-05  7.631856E-02  1.808617E-03  6.489689E-03  4.028066E-02  2.979774E-01
   3328  3.174218592839E-05  7.631875E-02  1.808777E-03  6.490836E-03  4.029127E-02  2.980816E-01
   3329  3.174781022051E-05  7.631881E-02  1.808826E-03  6.491189E-03  4.029453E-02  2.981136E-01
   3330  3.175172651550E-05  7.631885E-02  1.808861E-03  6.491434E-03  4.029680E-02  2.981359E-01
   3331  3.176350715117E-05  7.631897E-02  1.808964E-03  6.492172E-03  4.030363E-02  2.982029E-01
   3332  3.177022334768E-05  7.631903E-02  1.809023E-03  6.492592E-03  4.030752E-02  2.982411E-01
   3333  3.178853630608E-05  7.631921E-02  1.809183E-03  6.493738E-03  4.031813E-02  2.983453E-01
   3334  3.179416511397E-05  7.631926E-02  1.809232E-03  6.494090E-03  4.032139E-02  2.983773E-01
   3335  3.179808344147E-05  7.631930E-02  1.809266E-03  6.494335E-03  4.032365E-02  2.983995E-01
   3336  3.180987078004E-05  7.631941E-02  1.809369E-03  6.495071E-03  4.033047E-02  2.984665E-01
   3337  3.181659094108E-05  7.631947E-02  1.809428E-03  6.495491E-03  4.033436E-02  2.985047E-01
   3338  3.183491489577E-05  7.631963E-02  1.809588E-03  6.496635E-03  4.034496E-02  2.986088E-01
   3339  3.184054824103E-05  7.631968E-02  1.809637E-03  6.496986E-03  4.034821E-02  2.986408E-01
   3340  3.184446861339E-05  7.631972E-02  1.809671E-03  6.497231E-03  4.035048E-02  2.986631E-01
   3341  3.185626268935E-05  7.631982E-02  1.809774E-03  6.497966E-03  4.035729E-02  2.987300E-01
   3342  3.186298683311E-05  7.631987E-02  1.809832E-03  6.498386E-03  4.036118E-02  2.987682E-01
   3343  3.188132183402E-05  7.632002E-02  1.809991E-03  6.499528E-03  4.037177E-02  2.988722E-01
   3344  3.188695973780E-05  7.632007E-02  1.810040E-03  6.499879E-03  4.037502E-02  2.989042E-01
   3345  3.189088216580E-05  7.632010E-02  1.810074E-03  6.500123E-03  4.037728E-02  2.989265E-01
   3346  3.190268301306E-05  7.632019E-02  1.810177E-03  6.500858E-03  4.038409E-02  2.989934E-01
   3347  3.190941115745E-05  7.632025E-02  1.810235E-03  6.501276E-03  4.038797E-02  2.990315E-01
   3348  3.192775726932E-05  7.632038E-02  1.810394E-03  6.502417E-03  4.039855E-02  2.991355E-01
   3349  3.193339975723E-05  7.632043E-02  1.810443E-03  6.502768E-03  4.040180E-02  2.991675E-01
   3350  3.193732425460E-05  7.632045E-02  1.810477E-03  6.503012E-03  4.040406E-02  2.991897E-01
   3351  3.194913189583E-05  7.632054E-02  1.810579E-03  6.503745E-03  4.041087E-02  2.992566E-01
   3352  3.195586405402E-05  7.632059E-02  1.810637E-03  6.504163E-03  4.041474E-02  2.992948E-01
   3353  3.197422132812E-05  7.632071E-02  1.810796E-03  6.505302E-03  4.042531E-02  2.993987E-01
   3354  3.197986842316E-05  7.632075E-02  1.810845E-03  6.505653E-03  4.042856E-02  2.994307E-01
   3355  3.198379500176E-05  7.632078E-02  1.810878E-03  6.505896E-03  4.043082E-02  2.994529E-01
   3356  3.199560950894E-05  7.632085E-02  1.810980E-03  6.506628E-03  4.043762E-02  2.995197E-01
   3357  3.200234571499E-05  7.632090E-02  1.811038E-03  6.507046E-03  4.044149E-02  2.995579E-01
   3358  3.202071423752E-05  7.632101E-02  1.811197E-03  6.508183E-03  4.045205E-02  2.996617E-01
   3359  3.202636596928E-05  7.632104E-02  1.811245E-03  6.508533E-03  4.045530E-02  2.996937E-01
   3360  3.203029464370E-05  7.632107E-02  1.811279E-03  6.508776E-03  4.045756E-02  2.997159E-01
   3361  3.204211604294E-05  7.632114E-02  1.811381E-03  6.509508E-03  4.046435E-02  2.997827E-01
   3362  3.204885631140E-05  7.632117E-02  1.811438E-03  6.509925E-03  4.046822E-02  2.998208E-01
   3363  3.206723611200E-05  7.632128E-02  1.811596E-03  6.511061E-03  4.047877E-02  2.999247E-01
   3364  3.207289249923E-05  7.632131E-02  1.811645E-03  6.511410E-03  4.048201E-02  2.999566E-01
   3365  3.207682328055E-05  7.632133E-02  1.811678E-03  6.511653E-03  4.048427E-02  2.999788E-01
   3366  3.208865161932E-05  7.632139E-02  1.811780E-03  6.512383E-03  4.049105E-02  3.000456E-01
   3367  3.209539597388E-05  7.632142E-02  1.811838E-03  6.512800E-03  4.049492E-02  3.000837E-01
   3368  3.211378713356E-05  7.632151E-02  1.811995E-03  6.513934E-03  4.050546E-02  3.001875E-01
   3369  3.211944820610E-05  7.632154E-02  1.812043E-03  6.514283E-03  4.050870E-02  3.002194E-01
   3370  3.212338110660E-05  7.632155E-02  1.812077E-03  6.514525E-03  4.051096E-02  3.002416E-01
   3371  3.213521639671E-05  7.632161E-02  1.812178E-03  6.515255E-03  4.051774E-02  3.003084E-01
   3372  3.214196484644E-05  7.632164E-02  1.812236E-03  6.515670E-03  4.052160E-02  3.003464E-01
   3373  3.216036740288E-05  7.632171E-02  1.812393E-03  6.516803E-03  4.053213E-02  3.004501E-01
   3374  3.216603318052E-05  7.632174E-02  1.812441E-03  6.517152E-03  4.053537E-02  3.004821E-01
   3375  3.216996821551E-05  7.632175E-02  1.812474E-03  6.517394E-03  4.053763E-02  3.005043E-01
   3376  3.218181053095E-05  7.632180E-02  1.812575E-03  6.518122E-03  4.054440E-02  3.005710E-01
   3377  3.218856311036E-05  7.632182E-02  1.812633E-03  6.518537E-03  4.054826E-02  3.006090E-01
   3378  3.220697712349E-05  7.632188E-02  1.812789E-03  6.519669E-03  4.055878E-02  3.007127E-01
   3379  3.221264763052E-05  7.632190E-02  1.812838E-03  6.520017E-03  4.056202E-02  3.007446E-01
   3380  3.221658481213E-05  7.632192E-02  1.812871E-03  6.520259E-03  4.056427E-02  3.007668E-01
   3381  3.222843417137E-05  7.632195E-02  1.812972E-03  6.520986E-03  4.057104E-02  3.008335E-01
   3382  3.223519089208E-05  7.632197E-02  1.813029E-03  6.521401E-03  4.057489E-02  3.008715E-01
   3383  3.225361642360E-05  7.632202E-02  1.813185E-03  6.522530E-03  4.058541E-02  3.009751E-01
   3384  3.225929168597E-05  7.632204E-02  1.813233E-03  6.522878E-03  4.058865E-02  3.010070E-01
   3385  3.226323102424E-05  7.632205E-02  1.813266E-03  6.523120E-03  4.059089E-02  3.010292E-01
   3386  3.227508747184E-05  7.632208E-02  1.813367E-03  6.523846E-03  4.059765E-02  3.010959E-01
   3387  3.228184835682E-05  7.632209E-02  1.813424E-03  6.524260E-03  4.060151E-02  3.011339E-01
   3388  3.230028546278E-05  7.632213E-02  1.813580E-03  6.525388E-03  4.061201E-02  3.012374E-01
   3389  3.230596550479E-05  7.632214E-02  1.813628E-03  6.525736E-03  4.061525E-02  3.012694E-01
   3390  3.230990701595E-05  7.632215E-02  1.813661E-03  6.525977E-03  4.061749E-02  3.012915E-01
   3391  3.232177060781E-05  7.632217E-02  1.813761E-03  6.526702E-03  4.062425E-02  3.013581E-01
   3392  3.232853568462E-05  7.632218E-02  1.813818E-03  6.527115E-03  4.062810E-02  3.013961E-01
   3393  3.234698443287E-05  7.632221E-02  1.813974E-03  6.528242E-03  4.063860E-02  3.014996E-01
   3394  3.235266928176E-05  7.632222E-02  1.814021E-03  6.528589E-03  4.064183E-02  3.015315E-01
   3395  3.235661297902E-05  7.632222E-02  1.814055E-03  6.528830E-03  4.064407E-02  3.015537E-01
   3396  3.236848373871E-05  7.632224E-02  1.814154E-03  6.529554E-03  4.065082E-02  3.016203E-01
   3397  3.237525302167E-05  7.632224E-02  1.814211E-03  6.529967E-03  4.065467E-02  3.016582E-01
   3398  3.239371347075E-05  7.632226E-02  1.814366E-03  6.531092E-03  4.066516E-02  3.017617E-01
   3399  3.239940315132E-05  7.632226E-02  1.814414E-03  6.531439E-03  4.066839E-02  3.017936E-01
   3400  3.240334904769E-05  7.632226E-02  1.814447E-03  6.531679E-03  4.067063E-02  3.018157E-01
   3401  3.241522701668E-05  7.632227E-02  1.814547E-03  6.532402E-03  4.067737E-02  3.018823E-01
   3402  3.242200052651E-05  7.632227E-02  1.814603E-03  6.532814E-03  4.068122E-02  3.019202E-01
   3403  3.244047273089E-05  7.632227E-02  1.814758E-03  6.533938E-03  4.069170E-02  3.020237E-01
   3404  3.244616726829E-05  7.632227E-02  1.814806E-03  6.534284E-03  4.069493E-02  3.020556E-01
   3405  3.245011537829E-05  7.632227E-02  1.814839E-03  6.534524E-03  4.069717E-02  3.020777E-01
   3406  3.246200062339E-05  7.632227E-02  1.814938E-03  6.535247E-03  4.070390E-02  3.021442E-01
   3407  3.246877839279E-05  7.632227E-02  1.814995E-03  6.535658E-03  4.070774E-02  3.021821E-01
   3408  3.248726244645E-05  7.632226E-02  1.815149E-03  6.536780E-03  4.071821E-02  3.022855E-01
   3409  3.249296187546E-05  7.632226E-02  1.815196E-03  6.537126E-03  4.072144E-02  3.023174E-01
   3410  3.249691221490E-05  7.632225E-02  1.815229E-03  6.537366E-03  4.072368E-02  3.023395E-01
   3411  3.250880476600E-05  7.632224E-02  1.815328E-03  6.538087E-03  4.073041E-02  3.024060E-01
   3412  3.251558681138E-05  7.632224E-02  1.815385E-03  6.538498E-03  4.073425E-02  3.024439E-01
   3413  3.253408275777E-05  7.632221E-02  1.815539E-03  6.539619E-03  4.074471E-02  3.025472E-01
   3414  3.253978709835E-05  7.632221E-02  1.815586E-03  6.539964E-03  4.074794E-02  3.025791E-01
   3415  3.254373967997E-05  7.632220E-02  1.815619E-03  6.540204E-03  4.075017E-02  3.026012E-01
   3416  3.255563957700E-05  7.632218E-02  1.815718E-03  6.540924E-03  4.075690E-02  3.026677E-01
   3417  3.256242591976E-05  7.632217E-02  1.815774E-03  6.541335E-03  4.076073E-02  3.027055E-01
   3418  3.258093380259E-05  7.632214E-02  1.815928E-03  6.542454E-03  4.077119E-02  3.028089E-01
   3419  3.258664307811E-05  7.632213E-02  1.815975E-03  6.542799E-03  4.077441E-02  3.028407E-01
   3420  3.259059791180E-05  7.632212E-02  1.816008E-03  6.543038E-03  4.077664E-02  3.028628E-01
   3421  3.260250520321E-05  7.632209E-02  1.816106E-03  6.543757E-03  4.078336E-02  3.029292E-01
   3422  3.260929586785E-05  7.632208E-02  1.816162E-03  6.544167E-03  4.078719E-02  3.029671E-01
   3423  3.262781577835E-05  7.632203E-02  1.816315E-03  6.545285E-03  4.079764E-02  3.030704E-01
   3424  3.263353002258E-05  7.632202E-02  1.816363E-03  6.545629E-03  4.080086E-02  3.031022E-01
   3425  3.263748712674E-05  7.632200E-02  1.816395E-03  6.545868E-03  4.080309E-02  3.031243E-01
   3426  3.264940185207E-05  7.632197E-02  1.816494E-03  6.546586E-03  4.080981E-02  3.031907E-01
   3427  3.265619685991E-05  7.632195E-02  1.816550E-03  6.546996E-03  4.081363E-02  3.032285E-01
   3428  3.267472885189E-05  7.632189E-02  1.816702E-03  6.548112E-03  4.082407E-02  3.033317E-01
   3429  3.268044808980E-05  7.632187E-02  1.816749E-03  6.548456E-03  4.082729E-02  3.033636E-01
   3430  3.268440747636E-05  7.632186E-02  1.816782E-03  6.548695E-03  4.082952E-02  3.033856E-01
   3431  3.269632967385E-05  7.632182E-02  1.816880E-03  6.549412E-03  4.083623E-02  3.034520E-01
   3432  3.270312904491E-05  7.632179E-02  1.816936E-03  6.549821E-03  4.084005E-02  3.034898E-01
   3433  3.272167317989E-05  7.632172E-02  1.817088E-03  6.550935E-03  4.085048E-02  3.035930E-01
   3434  3.272739743882E-05  7.632170E-02  1.817135E-03  6.551279E-03  4.085370E-02  3.036249E-01
   3435  3.273135912659E-05  7.632169E-02  1.817168E-03  6.551517E-03  4.085593E-02  3.036469E-01
   3436  3.274328889878E-05  7.632164E-02  1.817266E-03  6.552234E-03  4.086263E-02  3.037132E-01
   3437  3.275009268145E-05  7.632161E-02  1.817321E-03  6.552642E-03  4.086645E-02  3.037511E-01
   3438  3.276864909656E-05  7.632153E-02  1.817473E-03  6.553755E-03  4.087687E-02  3.038542E-01
   3439  3.277437842239E-05  7.632150E-02  1.817520E-03  6.554099E-03  4.088009E-02  3.038860E-01
   3440  3.277834242851E-05  7.632148E-02  1.817553E-03  6.554336E-03  4.088231E-02  3.039080E-01
   3441  3.279027976946E-05  7.632142E-02  1.817650E-03  6.555052E-03  4.088901E-02  3.039743E-01
   3442  3.279708796528E-05  7.632139E-02  1.817706E-03  6.555459E-03  4.089283E-02  3.040122E-01
   3443  3.281565664138E-05  7.632130E-02  1.817857E-03  6.556571E-03  4.090324E-02  3.041152E-01
   3444  3.282139104001E-05  7.632127E-02  1.817904E-03  6.556914E-03  4.090646E-02  3.041471E-01
   3445  3.282535737129E-05  7.632125E-02  1.817937E-03  6.557152E-03  4.090868E-02  3.041691E-01
   3446  3.283730233352E-05  7.632118E-02  1.818034E-03  6.557866E-03  4.091537E-02  3.042354E-01
   3447  3.284411496919E-05  7.632114E-02  1.818089E-03  6.558273E-03  4.091919E-02  3.042731E-01
   3448  3.286269601650E-05  7.632104E-02  1.818241E-03  6.559383E-03  4.092959E-02  3.043762E-01
   3449  3.286843552797E-05  7.632100E-02  1.818287E-03  6.559726E-03  4.093280E-02  3.044080E-01
   3450  3.287240420514E-05  7.632098E-02  1.818319E-03  6.559963E-03  4.093502E-02  3.044300E-01
   3451  3.288435685072E-05  7.632091E-02  1.818417E-03  6.560677E-03  4.094171E-02  3.044963E-01
   3452  3.289117395664E-05  7.632087E-02  1.818472E-03  6.561083E-03  4.094552E-02  3.045340E-01
   3453  3.290976747185E-05  7.632075E-02  1.818623E-03  6.562192E-03  4.095592E-02  3.046370E-01
   3454  3.291551213271E-05  7.632071E-02  1.818669E-03  6.562534E-03  4.095913E-02  3.046688E-01
   3455  3.291948317265E-05  7.632068E-02  1.818701E-03  6.562771E-03  4.096135E-02  3.046908E-01
   3456  3.293144355837E-05  7.632060E-02  1.818798E-03  6.563484E-03  4.096803E-02  3.047570E-01
   3457  3.293826516387E-05  7.632056E-02  1.818853E-03  6.563890E-03  4.097184E-02  3.047948E-01
   3458  3.295687119681E-05  7.632043E-02  1.819004E-03  6.564997E-03  4.098222E-02  3.048978E-01
   3459  3.296262103270E-05  7.632039E-02  1.819050E-03  6.565339E-03  4.098543E-02  3.049296E-01
   3460  3.296659445082E-05  7.632036E-02  1.819082E-03  6.565575E-03  4.098765E-02  3.049515E-01
   3461  3.297856260596E-05  7.632027E-02  1.819179E-03  6.566287E-03  4.099433E-02  3.050177E-01
   3462  3.298538872781E-05  7.632022E-02  1.819234E-03  6.566693E-03  4.099813E-02  3.050555E-01
   3463  3.300400731053E-05  7.632008E-02  1.819384E-03  6.567798E-03  4.100851E-02  3.051584E-01
   3464  3.300976234065E-05  7.632003E-02  1.819430E-03  6.568140E-03  4.101172E-02  3.051902E-01
   3465  3.301373814669E-05  7.632000E-02  1.819463E-03  6.568376E-03  4.101393E-02  3.052122E-01
   3466  3.302571412362E-05  7.631991E-02  1.819559E-03  6.569087E-03  4.102060E-02  3.052783E-01
   3467  3.303254478897E-05  7.631985E-02  1.819614E-03  6.569492E-03  4.102441E-02  3.053160E-01
   3468  3.305117602753E-05  7.631970E-02  1.819763E-03  6.570596E-03  4.103478E-02  3.054189E-01
   3469  3.305693629106E-05  7.631965E-02  1.819810E-03  6.570937E-03  4.103798E-02  3.054507E-01
   3470  3.306091450433E-05  7.631962E-02  1.819842E-03  6.571173E-03  4.104020E-02  3.054727E-01
   3471  3.307289835176E-05  7.631951E-02  1.819938E-03  6.571883E-03  4.104686E-02  3.055388E-01
   3472  3.307973358517E-05  7.631945E-02  1.819993E-03  6.572287E-03  4.105066E-02  3.055765E-01
   3473  3.309837754613E-05  7.631929E-02  1.820142E-03  6.573390E-03  4.106103E-02  3.056793E-01
   3474  3.310414307294E-05  7.631924E-02  1.820188E-03  6.573731E-03  4.106423E-02  3.057111E-01
   3475  3.310812371066E-05  7.631920E-02  1.820220E-03  6.573966E-03  4.106644E-02  3.057331E-01
   3476  3.312011550047E-05  7.631909E-02  1.820316E-03  6.574675E-03  4.107310E-02  3.057992E-01
   3477  3.312695533809E-05  7.631902E-02  1.820370E-03  6.575079E-03  4.107690E-02  3.058369E-01
   3478  3.314561212867E-05  7.631885E-02  1.820519E-03  6.576181E-03  4.108725E-02  3.059397E-01
   3479  3.315138295886E-05  7.631879E-02  1.820565E-03  6.576521E-03  4.109045E-02  3.059714E-01
   3480  3.315536603853E-05  7.631875E-02  1.820597E-03  6.576756E-03  4.109266E-02  3.059934E-01
   3481  3.316736580260E-05  7.631863E-02  1.820693E-03  6.577464E-03  4.109932E-02  3.060594E-01
   3482  3.317421026245E-05  7.631857E-02  1.820747E-03  6.577867E-03  4.110311E-02  3.060971E-01
   3483  3.319287993147E-05  7.631838E-02  1.820896E-03  6.578967E-03  4.111346E-02  3.061999E-01
   3484  3.319865608972E-05  7.631832E-02  1.820942E-03  6.579308E-03  4.111666E-02  3.062317E-01
   3485  3.320264162736E-05  7.631828E-02  1.820973E-03  6.579542E-03  4.111887E-02  3.062536E-01
   3486  3.321464944683E-05  7.631815E-02  1.821069E-03  6.580249E-03  4.112552E-02  3.063196E-01
   3487  3.322149856847E-05  7.631808E-02  1.821123E-03  6.580652E-03  4.112931E-02  3.063573E-01
   3488  3.324018121220E-05  7.631788E-02  1.821271E-03  6.581751E-03  4.113965E-02  3.064600E-01
   3489  3.324596273688E-05  7.631781E-02  1.821317E-03  6.582091E-03  4.114284E-02  3.064918E-01
   3490  3.324995074916E-05  7.631777E-02  1.821349E-03  6.582325E-03  4.114505E-02  3.065137E-01
   3491  3.326196664106E-05  7.631764E-02  1.821444E-03  6.583031E-03  4.115169E-02  3.065797E-01
   3492  3.326882043669E-05  7.631756E-02  1.821498E-03  6.583433E-03  4.115548E-02  3.066173E-01
   3493  3.328751610107E-05  7.631735E-02  1.821646E-03  6.584530E-03  4.116581E-02  3.067200E-01
   3494  3.329330301644E-05  7.631728E-02  1.821692E-03  6.584870E-03  4.116901E-02  3.067518E-01
   3495  3.329729351895E-05  7.631723E-02  1.821723E-03  6.585104E-03  4.117121E-02  3.067737E-01
   3496  3.330931755877E-05  7.631709E-02  1.821818E-03  6.585809E-03  4.117785E-02  3.068397E-01
   3497  3.331617606558E-05  7.631701E-02  1.821872E-03  6.586211E-03  4.118164E-02  3.068773E-01
   3498  3.333488487691E-05  7.631679E-02  1.822020E-03  6.587307E-03  4.119196E-02  3.069799E-01
   3499  3.334067722871E-05  7.631672E-02  1.822065E-03  6.587646E-03  4.119515E-02  3.070117E-01
   3500  3.334467024212E-05  7.631667E-02  1.822097E-03  6.587879E-03  4.119736E-02  3.070336E-01
   3501  3.335670248950E-05  7.631652E-02  1.822192E-03  6.588583E-03  4.120399E-02  3.070996E-01
   3502  3.336356573773E-05  7.631643E-02  1.822246E-03  6.588985E-03  4.120777E-02  3.071372E-01
   3503  3.338228775517E-05  7.631620E-02  1.822393E-03  6.590079E-03  4.121809E-02  3.072398E-01
   3504  3.338808557215E-05  7.631612E-02  1.822438E-03  6.590418E-03  4.122128E-02  3.072715E-01
   3505  3.339208111221E-05  7.631607E-02  1.822470E-03  6.590651E-03  4.122348E-02  3.072934E-01
   3506  3.340412162427E-05  7.631592E-02  1.822564E-03  6.591355E-03  4.123011E-02  3.073593E-01
   3507  3.341098964356E-05  7.631583E-02  1.822618E-03  6.591755E-03  4.123389E-02  3.073969E-01
   3508  3.342972496016E-05  7.631558E-02  1.822765E-03  6.592848E-03  4.124420E-02  3.074995E-01
   3509  3.343552828064E-05  7.631550E-02  1.822810E-03  6.593187E-03  4.124739E-02  3.075312E-01
   3510  3.343952636732E-05  7.631545E-02  1.822841E-03  6.593420E-03  4.124959E-02  3.075531E-01
   3511  3.345157519404E-05  7.631528E-02  1.822935E-03  6.594122E-03  4.125621E-02  3.076190E-01
   3512  3.345844801083E-05  7.631519E-02  1.822989E-03  6.594522E-03  4.125999E-02  3.076566E-01
   3513  3.347719670504E-05  7.631493E-02  1.823136E-03  6.595614E-03  4.127029E-02  3.077591E-01
   3514  3.348300556089E-05  7.631485E-02  1.823181E-03  6.595952E-03  4.127348E-02  3.077909E-01
   3515  3.348700620861E-05  7.631479E-02  1.823212E-03  6.596185E-03  4.127567E-02  3.078127E-01
   3516  3.349906340424E-05  7.631462E-02  1.823306E-03  6.596886E-03  4.128229E-02  3.078786E-01
   3517  3.350594104630E-05  7.631452E-02  1.823360E-03  6.597286E-03  4.128607E-02  3.079162E-01
   3518  3.352470320822E-05  7.631425E-02  1.823506E-03  6.598376E-03  4.129636E-02  3.080187E-01
   3519  3.353051763862E-05  7.631417E-02  1.823551E-03  6.598714E-03  4.129955E-02  3.080504E-01
   3520  3.353452086864E-05  7.631411E-02  1.823582E-03  6.598946E-03  4.130174E-02  3.080723E-01
   3521  3.354658651124E-05  7.631393E-02  1.823676E-03  6.599647E-03  4.130836E-02  3.081381E-01
   3522  3.355346901837E-05  7.631383E-02  1.823729E-03  6.600046E-03  4.131213E-02  3.081757E-01
   3523  3.357224472577E-05  7.631355E-02  1.823875E-03  6.601135E-03  4.132241E-02  3.082781E-01
   3524  3.357806476324E-05  7.631346E-02  1.823920E-03  6.601472E-03  4.132560E-02  3.083099E-01
   3525  3.358207059372E-05  7.631340E-02  1.823951E-03  6.601704E-03  4.132779E-02  3.083317E-01
