 *                                      
 * hydrostatic:  btemp=  6.000E+09 bden=  6.000E+09
 *          time                temp          den           ener          sdot          sneut         s-snu         ye            1-sum
  11472  8.829640530665E-05  6.000000E+09  6.000000E+09  3.440206E+18  3.788636E+20  6.336234E+11  3.788636E+20  5.000000E-01 -1.998401E-15
  11473  8.830721683347E-05  6.000000E+09  6.000000E+09  3.440210E+18  3.788140E+20  6.336241E+11  3.788140E+20  5.000000E-01 -1.998401E-15
  11474  8.831448931002E-05  6.000000E+09  6.000000E+09  3.440213E+18  3.787739E+20  6.336246E+11  3.787739E+20  5.000000E-01 -2.220446E-15
  11475  8.831830801585E-05  6.000000E+09  6.000000E+09  3.440214E+18  3.787573E+20  6.336249E+11  3.787573E+20  5.000000E-01 -2.442491E-15
  11476  8.833212711357E-05  6.000000E+09  6.000000E+09  3.440219E+18  3.786920E+20  6.336258E+11  3.786920E+20  5.000000E-01 -2.220446E-15
  11477  8.834111883294E-05  6.000000E+09  6.000000E+09  3.440223E+18  3.786430E+20  6.336263E+11  3.786430E+20  5.000000E-01 -2.886580E-15
  11478  8.834745710474E-05  6.000000E+09  6.000000E+09  3.440225E+18  3.786080E+20  6.336268E+11  3.786079E+20  5.000000E-01 -3.330669E-15
  11479  8.835217308184E-05  6.000000E+09  6.000000E+09  3.440227E+18  3.785902E+20  6.336271E+11  3.785902E+20  5.000000E-01 -3.552714E-15
  11480  8.836875408382E-05  6.000000E+09  6.000000E+09  3.440233E+18  3.785024E+20  6.336281E+11  3.785024E+20  5.000000E-01 -3.996803E-15
  11481  8.837957266462E-05  6.000000E+09  6.000000E+09  3.440237E+18  3.784529E+20  6.336288E+11  3.784529E+20  5.000000E-01 -3.552714E-15
  11482  8.838684977598E-05  6.000000E+09  6.000000E+09  3.440240E+18  3.784127E+20  6.336293E+11  3.784127E+20  5.000000E-01 -3.330669E-15
  11483  8.839066993556E-05  6.000000E+09  6.000000E+09  3.440242E+18  3.783962E+20  6.336296E+11  3.783962E+20  5.000000E-01 -3.108624E-15
  11484  8.840449588439E-05  6.000000E+09  6.000000E+09  3.440247E+18  3.783309E+20  6.336305E+11  3.783309E+20  5.000000E-01 -3.108624E-15
  11485  8.841349322480E-05  6.000000E+09  6.000000E+09  3.440250E+18  3.782820E+20  6.336311E+11  3.782820E+20  5.000000E-01 -2.664535E-15
  11486  8.841983622300E-05  6.000000E+09  6.000000E+09  3.440253E+18  3.782470E+20  6.336315E+11  3.782470E+20  5.000000E-01 -2.220446E-15
  11487  8.842326169793E-05  6.000000E+09  6.000000E+09  3.440254E+18  3.782327E+20  6.336317E+11  3.782327E+20  5.000000E-01 -2.442491E-15
  11488  8.843586414375E-05  6.000000E+09  6.000000E+09  3.440259E+18  3.781738E+20  6.336325E+11  3.781738E+20  5.000000E-01 -1.998401E-15
  11489  8.844412705191E-05  6.000000E+09  6.000000E+09  3.440262E+18  3.781286E+20  6.336331E+11  3.781286E+20  5.000000E-01 -2.886580E-15
  11490  8.844998992664E-05  6.000000E+09  6.000000E+09  3.440264E+18  3.780961E+20  6.336334E+11  3.780961E+20  5.000000E-01 -2.220446E-15
  11491  8.845445002012E-05  6.000000E+09  6.000000E+09  3.440266E+18  3.780798E+20  6.336337E+11  3.780798E+20  5.000000E-01 -2.664535E-15
  11492  8.847057039918E-05  6.000000E+09  6.000000E+09  3.440272E+18  3.780031E+20  6.336348E+11  3.780031E+20  5.000000E-01 -3.108624E-15
  11493  8.848107015500E-05  6.000000E+09  6.000000E+09  3.440276E+18  3.779470E+20  6.336355E+11  3.779470E+20  5.000000E-01 -2.664535E-15
  11494  8.848818408516E-05  6.000000E+09  6.000000E+09  3.440279E+18  3.779078E+20  6.336359E+11  3.779078E+20  5.000000E-01 -3.108624E-15
  11495  8.849197329953E-05  6.000000E+09  6.000000E+09  3.440280E+18  3.778915E+20  6.336362E+11  3.778915E+20  5.000000E-01 -3.552714E-15
  11496  8.850570109374E-05  6.000000E+09  6.000000E+09  3.440285E+18  3.778270E+20  6.336371E+11  3.778270E+20  5.000000E-01 -3.552714E-15
  11497  8.851463970639E-05  6.000000E+09  6.000000E+09  3.440289E+18  3.777784E+20  6.336376E+11  3.777784E+20  5.000000E-01 -3.108624E-15
  11498  8.852094470754E-05  6.000000E+09  6.000000E+09  3.440291E+18  3.777437E+20  6.336381E+11  3.777437E+20  5.000000E-01 -3.552714E-15
  11499  8.852564370508E-05  6.000000E+09  6.000000E+09  3.440293E+18  3.777261E+20  6.336384E+11  3.777261E+20  5.000000E-01 -3.108624E-15
  11500  8.854219650191E-05  6.000000E+09  6.000000E+09  3.440299E+18  3.776471E+20  6.336394E+11  3.776471E+20  5.000000E-01 -3.108624E-15
  11501  8.855299954647E-05  6.000000E+09  6.000000E+09  3.440303E+18  3.775896E+20  6.336401E+11  3.775896E+20  5.000000E-01 -2.886580E-15
  11502  8.856027032238E-05  6.000000E+09  6.000000E+09  3.440306E+18  3.775496E+20  6.336406E+11  3.775496E+20  5.000000E-01 -3.108624E-15
  11503  8.856409043606E-05  6.000000E+09  6.000000E+09  3.440307E+18  3.775331E+20  6.336409E+11  3.775331E+20  5.000000E-01 -2.664535E-15
  11504  8.857792123810E-05  6.000000E+09  6.000000E+09  3.440312E+18  3.774681E+20  6.336418E+11  3.774681E+20  5.000000E-01 -3.330669E-15
  11505  8.858692488972E-05  6.000000E+09  6.000000E+09  3.440316E+18  3.774193E+20  6.336424E+11  3.774193E+20  5.000000E-01 -3.552714E-15
  11506  8.859327442308E-05  6.000000E+09  6.000000E+09  3.440318E+18  3.773844E+20  6.336428E+11  3.773844E+20  5.000000E-01 -3.552714E-15
  11507  8.859670701474E-05  6.000000E+09  6.000000E+09  3.440320E+18  3.773701E+20  6.336430E+11  3.773701E+20  5.000000E-01 -3.552714E-15
  11508  8.860933452232E-05  6.000000E+09  6.000000E+09  3.440324E+18  3.773113E+20  6.336438E+11  3.773113E+20  5.000000E-01 -2.886580E-15
  11509  8.861761492583E-05  6.000000E+09  6.000000E+09  3.440327E+18  3.772661E+20  6.336443E+11  3.772661E+20  5.000000E-01 -2.886580E-15
  11510  8.862349098761E-05  6.000000E+09  6.000000E+09  3.440330E+18  3.772337E+20  6.336447E+11  3.772337E+20  5.000000E-01 -2.664535E-15
  11511  8.862795925284E-05  6.000000E+09  6.000000E+09  3.440331E+18  3.772175E+20  6.336450E+11  3.772175E+20  5.000000E-01 -2.664535E-15
  11512  8.864409705456E-05  6.000000E+09  6.000000E+09  3.440337E+18  3.771410E+20  6.336461E+11  3.771410E+20  5.000000E-01 -2.442491E-15
  11513  8.865461300852E-05  6.000000E+09  6.000000E+09  3.440341E+18  3.770850E+20  6.336468E+11  3.770850E+20  5.000000E-01 -2.220446E-15
  11514  8.866173739657E-05  6.000000E+09  6.000000E+09  3.440344E+18  3.770459E+20  6.336472E+11  3.770459E+20  5.000000E-01 -1.776357E-15
  11515  8.866552973967E-05  6.000000E+09  6.000000E+09  3.440345E+18  3.770297E+20  6.336475E+11  3.770297E+20  5.000000E-01 -1.776357E-15
  11516  8.867927264523E-05  6.000000E+09  6.000000E+09  3.440351E+18  3.769652E+20  6.336484E+11  3.769652E+20  5.000000E-01 -2.220446E-15
  11517  8.868822385294E-05  6.000000E+09  6.000000E+09  3.440354E+18  3.769168E+20  6.336489E+11  3.769168E+20  5.000000E-01 -2.220446E-15
  11518  8.869453955263E-05  6.000000E+09  6.000000E+09  3.440356E+18  3.768822E+20  6.336494E+11  3.768822E+20  5.000000E-01 -2.664535E-15
  11519  8.869924579225E-05  6.000000E+09  6.000000E+09  3.440358E+18  3.768646E+20  6.336497E+11  3.768646E+20  5.000000E-01 -3.552714E-15
  11520  8.871581570646E-05  6.000000E+09  6.000000E+09  3.440364E+18  3.767858E+20  6.336507E+11  3.767858E+20  5.000000E-01 -3.330669E-15
  11521  8.872663516167E-05  6.000000E+09  6.000000E+09  3.440368E+18  3.767284E+20  6.336514E+11  3.767284E+20  5.000000E-01 -4.218847E-15
  11522  8.873391680903E-05  6.000000E+09  6.000000E+09  3.440371E+18  3.766885E+20  6.336519E+11  3.766885E+20  5.000000E-01 -4.440892E-15
  11523  8.873774036893E-05  6.000000E+09  6.000000E+09  3.440373E+18  3.766721E+20  6.336522E+11  3.766721E+20  5.000000E-01 -4.884981E-15
  11524  8.875158748552E-05  6.000000E+09  6.000000E+09  3.440378E+18  3.766072E+20  6.336531E+11  3.766072E+20  5.000000E-01 -5.107026E-15
  11525  8.876060456535E-05  6.000000E+09  6.000000E+09  3.440381E+18  3.765586E+20  6.336536E+11  3.765585E+20  5.000000E-01 -4.884981E-15
  11526  8.876696542960E-05  6.000000E+09  6.000000E+09  3.440384E+18  3.765237E+20  6.336541E+11  3.765237E+20  5.000000E-01 -4.440892E-15
  11527  8.877040879596E-05  6.000000E+09  6.000000E+09  3.440385E+18  3.765095E+20  6.336543E+11  3.765095E+20  5.000000E-01 -4.440892E-15
  11528  8.878307223765E-05  6.000000E+09  6.000000E+09  3.440390E+18  3.764507E+20  6.336551E+11  3.764507E+20  5.000000E-01 -4.884981E-15
  11529  8.879137652705E-05  6.000000E+09  6.000000E+09  3.440393E+18  3.764056E+20  6.336556E+11  3.764056E+20  5.000000E-01 -4.884981E-15
  11530  8.879726989244E-05  6.000000E+09  6.000000E+09  3.440395E+18  3.763732E+20  6.336560E+11  3.763732E+20  5.000000E-01 -5.107026E-15
  11531  8.880174853196E-05  6.000000E+09  6.000000E+09  3.440397E+18  3.763570E+20  6.336563E+11  3.763570E+20  5.000000E-01 -4.884981E-15
  11532  8.881790766457E-05  6.000000E+09  6.000000E+09  3.440403E+18  3.762806E+20  6.336574E+11  3.762806E+20  5.000000E-01 -4.884981E-15
  11533  8.882844254495E-05  6.000000E+09  6.000000E+09  3.440407E+18  3.762247E+20  6.336580E+11  3.762247E+20  5.000000E-01 -4.884981E-15
  11534  8.883557880276E-05  6.000000E+09  6.000000E+09  3.440410E+18  3.761857E+20  6.336585E+11  3.761857E+20  5.000000E-01 -4.662937E-15
  11535  8.883937456273E-05  6.000000E+09  6.000000E+09  3.440411E+18  3.761695E+20  6.336588E+11  3.761695E+20  5.000000E-01 -4.884981E-15
  11536  8.885313354139E-05  6.000000E+09  6.000000E+09  3.440416E+18  3.761053E+20  6.336596E+11  3.761053E+20  5.000000E-01 -5.329071E-15
  11537  8.886209795932E-05  6.000000E+09  6.000000E+09  3.440419E+18  3.760570E+20  6.336602E+11  3.760570E+20  5.000000E-01 -4.884981E-15
  11538  8.886842479554E-05  6.000000E+09  6.000000E+09  3.440422E+18  3.760224E+20  6.336606E+11  3.760224E+20  5.000000E-01 -3.996803E-15
  11539  8.887313853942E-05  6.000000E+09  6.000000E+09  3.440424E+18  3.760049E+20  6.336609E+11  3.760049E+20  5.000000E-01 -4.440892E-15
  11540  8.888972610640E-05  6.000000E+09  6.000000E+09  3.440430E+18  3.759263E+20  6.336620E+11  3.759263E+20  5.000000E-01 -4.440892E-15
  11541  8.890056237867E-05  6.000000E+09  6.000000E+09  3.440434E+18  3.758690E+20  6.336627E+11  3.758690E+20  5.000000E-01 -4.884981E-15
  11542  8.890785513349E-05  6.000000E+09  6.000000E+09  3.440437E+18  3.758292E+20  6.336632E+11  3.758292E+20  5.000000E-01 -4.884981E-15
  11543  8.891168220660E-05  6.000000E+09  6.000000E+09  3.440438E+18  3.758128E+20  6.336634E+11  3.758128E+20  5.000000E-01 -4.218847E-15
  11544  8.892554590127E-05  6.000000E+09  6.000000E+09  3.440443E+18  3.757481E+20  6.336643E+11  3.757481E+20  5.000000E-01 -4.440892E-15
  11545  8.893457659501E-05  6.000000E+09  6.000000E+09  3.440447E+18  3.756996E+20  6.336649E+11  3.756996E+20  5.000000E-01 -4.662937E-15
  11546  8.894094893128E-05  6.000000E+09  6.000000E+09  3.440449E+18  3.756648E+20  6.336653E+11  3.756648E+20  5.000000E-01 -4.662937E-15
  11547  8.894440322929E-05  6.000000E+09  6.000000E+09  3.440450E+18  3.756505E+20  6.336656E+11  3.756505E+20  5.000000E-01 -4.662937E-15
  11548  8.895710320040E-05  6.000000E+09  6.000000E+09  3.440455E+18  3.755918E+20  6.336664E+11  3.755918E+20  5.000000E-01 -3.774758E-15
  11549  8.896543179099E-05  6.000000E+09  6.000000E+09  3.440458E+18  3.755467E+20  6.336669E+11  3.755467E+20  5.000000E-01 -3.108624E-15
  11550  8.897134277423E-05  6.000000E+09  6.000000E+09  3.440461E+18  3.755144E+20  6.336673E+11  3.755144E+20  5.000000E-01 -3.108624E-15
  11551  8.897583198598E-05  6.000000E+09  6.000000E+09  3.440462E+18  3.754982E+20  6.336676E+11  3.754982E+20  5.000000E-01 -3.108624E-15
  11552  8.899201289737E-05  6.000000E+09  6.000000E+09  3.440468E+18  3.754220E+20  6.336687E+11  3.754220E+20  5.000000E-01 -2.886580E-15
  11553  8.900256705310E-05  6.000000E+09  6.000000E+09  3.440472E+18  3.753662E+20  6.336693E+11  3.753662E+20  5.000000E-01 -2.442491E-15
  11554  8.900971538811E-05  6.000000E+09  6.000000E+09  3.440475E+18  3.753273E+20  6.336698E+11  3.753273E+20  5.000000E-01 -2.220446E-15
  11555  8.901351463249E-05  6.000000E+09  6.000000E+09  3.440476E+18  3.753111E+20  6.336700E+11  3.753111E+20  5.000000E-01 -2.664535E-15
  11556  8.902728993022E-05  6.000000E+09  6.000000E+09  3.440482E+18  3.752471E+20  6.336709E+11  3.752471E+20  5.000000E-01 -3.108624E-15
  11557  8.903626773111E-05  6.000000E+09  6.000000E+09  3.440485E+18  3.751989E+20  6.336715E+11  3.751989E+20  5.000000E-01 -2.664535E-15
  11558  8.904260583599E-05  6.000000E+09  6.000000E+09  3.440487E+18  3.751644E+20  6.336719E+11  3.751644E+20  5.000000E-01 -3.108624E-15
  11559  8.904603545818E-05  6.000000E+09  6.000000E+09  3.440489E+18  3.751502E+20  6.336721E+11  3.751502E+20  5.000000E-01 -3.552714E-15
  11560  8.905866507010E-05  6.000000E+09  6.000000E+09  3.440493E+18  3.750920E+20  6.336730E+11  3.750920E+20  5.000000E-01 -2.886580E-15
  11561  8.906695420337E-05  6.000000E+09  6.000000E+09  3.440496E+18  3.750472E+20  6.336735E+11  3.750472E+20  5.000000E-01 -3.108624E-15
  11562  8.907284107745E-05  6.000000E+09  6.000000E+09  3.440499E+18  3.750151E+20  6.336739E+11  3.750151E+20  5.000000E-01 -3.108624E-15
  11563  8.907731821156E-05  6.000000E+09  6.000000E+09  3.440500E+18  3.749989E+20  6.336742E+11  3.749989E+20  5.000000E-01 -2.664535E-15
  11564  8.909347978942E-05  6.000000E+09  6.000000E+09  3.440506E+18  3.749231E+20  6.336752E+11  3.749231E+20  5.000000E-01 -2.664535E-15
  11565  8.910402298279E-05  6.000000E+09  6.000000E+09  3.440510E+18  3.748674E+20  6.336759E+11  3.748674E+20  5.000000E-01 -2.220446E-15
  11566  8.911116702647E-05  6.000000E+09  6.000000E+09  3.440513E+18  3.748286E+20  6.336764E+11  3.748286E+20  5.000000E-01 -2.220446E-15
  11567  8.911496615283E-05  6.000000E+09  6.000000E+09  3.440514E+18  3.748125E+20  6.336766E+11  3.748125E+20  5.000000E-01 -1.776357E-15
  11568  8.912874394600E-05  6.000000E+09  6.000000E+09  3.440520E+18  3.747486E+20  6.336775E+11  3.747486E+20  5.000000E-01 -1.776357E-15
  11569  8.913772520836E-05  6.000000E+09  6.000000E+09  3.440523E+18  3.747004E+20  6.336781E+11  3.747004E+20  5.000000E-01 -1.332268E-15
  11570  8.914406697322E-05  6.000000E+09  6.000000E+09  3.440525E+18  3.746660E+20  6.336785E+11  3.746660E+20  5.000000E-01 -8.881784E-16
  11571  8.914750063447E-05  6.000000E+09  6.000000E+09  3.440527E+18  3.746519E+20  6.336787E+11  3.746519E+20  5.000000E-01 -8.881784E-16
  11572  8.916014457638E-05  6.000000E+09  6.000000E+09  3.440531E+18  3.745937E+20  6.336795E+11  3.745937E+20  5.000000E-01 -8.881784E-16
  11573  8.916844377507E-05  6.000000E+09  6.000000E+09  3.440534E+18  3.745490E+20  6.336801E+11  3.745490E+20  5.000000E-01 -4.440892E-16
  11574  8.917433827798E-05  6.000000E+09  6.000000E+09  3.440537E+18  3.745169E+20  6.336805E+11  3.745169E+20  5.000000E-01 -4.440892E-16
  11575  8.917882016825E-05  6.000000E+09  6.000000E+09  3.440538E+18  3.745008E+20  6.336807E+11  3.745008E+20  5.000000E-01 -1.332268E-15
  11576  8.919499197928E-05  6.000000E+09  6.000000E+09  3.440544E+18  3.744250E+20  6.336818E+11  3.744250E+20  5.000000E-01 -1.110223E-15
  11577  8.920554470157E-05  6.000000E+09  6.000000E+09  3.440548E+18  3.743694E+20  6.336825E+11  3.743694E+20  5.000000E-01 -8.881784E-16
  11578  8.921269491789E-05  6.000000E+09  6.000000E+09  3.440551E+18  3.743306E+20  6.336829E+11  3.743306E+20  5.000000E-01 -8.881784E-16
  11579  8.921649591668E-05  6.000000E+09  6.000000E+09  3.440552E+18  3.743146E+20  6.336832E+11  3.743146E+20  5.000000E-01 -8.881784E-16
  11580  8.923028272100E-05  6.000000E+09  6.000000E+09  3.440558E+18  3.742507E+20  6.336841E+11  3.742507E+20  5.000000E-01 -1.776357E-15
  11581  8.923927148248E-05  6.000000E+09  6.000000E+09  3.440561E+18  3.742027E+20  6.336846E+11  3.742027E+20  5.000000E-01 -2.220446E-15
  11582  8.924561962544E-05  6.000000E+09  6.000000E+09  3.440563E+18  3.741683E+20  6.336851E+11  3.741683E+20  5.000000E-01 -1.998401E-15
  11583  8.924905939218E-05  6.000000E+09  6.000000E+09  3.440565E+18  3.741542E+20  6.336853E+11  3.741542E+20  5.000000E-01 -2.442491E-15
  11584  8.926172378467E-05  6.000000E+09  6.000000E+09  3.440569E+18  3.740960E+20  6.336861E+11  3.740960E+20  5.000000E-01 -2.442491E-15
  11585  8.927003664435E-05  6.000000E+09  6.000000E+09  3.440572E+18  3.740513E+20  6.336866E+11  3.740513E+20  5.000000E-01 -2.886580E-15
  11586  8.927594109192E-05  6.000000E+09  6.000000E+09  3.440575E+18  3.740192E+20  6.336870E+11  3.740192E+20  5.000000E-01 -2.220446E-15
  11587  8.928042897486E-05  6.000000E+09  6.000000E+09  3.440576E+18  3.740031E+20  6.336873E+11  3.740031E+20  5.000000E-01 -1.998401E-15
  11588  8.929661322114E-05  6.000000E+09  6.000000E+09  3.440582E+18  3.739275E+20  6.336884E+11  3.739275E+20  5.000000E-01 -1.776357E-15
  11589  8.930717701075E-05  6.000000E+09  6.000000E+09  3.440586E+18  3.738719E+20  6.336890E+11  3.738719E+20  5.000000E-01 -1.776357E-15
  11590  8.931433419758E-05  6.000000E+09  6.000000E+09  3.440589E+18  3.738332E+20  6.336895E+11  3.738332E+20  5.000000E-01 -1.554312E-15
  11591  8.931813723009E-05  6.000000E+09  6.000000E+09  3.440590E+18  3.738172E+20  6.336897E+11  3.738172E+20  5.000000E-01 -1.776357E-15
  11592  8.933193358235E-05  6.000000E+09  6.000000E+09  3.440596E+18  3.737534E+20  6.336906E+11  3.737534E+20  5.000000E-01 -2.442491E-15
  11593  8.934093018455E-05  6.000000E+09  6.000000E+09  3.440599E+18  3.737054E+20  6.336912E+11  3.737054E+20  5.000000E-01 -2.220446E-15
  11594  8.934728494056E-05  6.000000E+09  6.000000E+09  3.440601E+18  3.736711E+20  6.336916E+11  3.736711E+20  5.000000E-01 -2.886580E-15
  11595  8.935073100667E-05  6.000000E+09  6.000000E+09  3.440603E+18  3.736570E+20  6.336918E+11  3.736570E+20  5.000000E-01 -2.442491E-15
  11596  8.936341647760E-05  6.000000E+09  6.000000E+09  3.440607E+18  3.735988E+20  6.336927E+11  3.735988E+20  5.000000E-01 -2.220446E-15
  11597  8.937174338708E-05  6.000000E+09  6.000000E+09  3.440610E+18  3.735542E+20  6.336932E+11  3.735542E+20  5.000000E-01 -2.664535E-15
  11598  8.937765804592E-05  6.000000E+09  6.000000E+09  3.440613E+18  3.735221E+20  6.336936E+11  3.735221E+20  5.000000E-01 -2.886580E-15
  11599  8.938215207157E-05  6.000000E+09  6.000000E+09  3.440614E+18  3.735060E+20  6.336939E+11  3.735060E+20  5.000000E-01 -2.442491E-15
  11600  8.939834903274E-05  6.000000E+09  6.000000E+09  3.440620E+18  3.734304E+20  6.336949E+11  3.734304E+20  5.000000E-01 -2.220446E-15
  11601  8.940892409818E-05  6.000000E+09  6.000000E+09  3.440624E+18  3.733750E+20  6.336956E+11  3.733750E+20  5.000000E-01 -2.442491E-15
  11602  8.941608837051E-05  6.000000E+09  6.000000E+09  3.440627E+18  3.733363E+20  6.336961E+11  3.733363E+20  5.000000E-01 -2.664535E-15
  11603  8.941989346871E-05  6.000000E+09  6.000000E+09  3.440628E+18  3.733203E+20  6.336963E+11  3.733203E+20  5.000000E-01 -2.442491E-15
  11604  8.943369948270E-05  6.000000E+09  6.000000E+09  3.440634E+18  3.732566E+20  6.336972E+11  3.732566E+20  5.000000E-01 -2.664535E-15
  11605  8.944270400193E-05  6.000000E+09  6.000000E+09  3.440637E+18  3.732087E+20  6.336978E+11  3.732087E+20  5.000000E-01 -3.330669E-15
  11606  8.944906543052E-05  6.000000E+09  6.000000E+09  3.440639E+18  3.731744E+20  6.336982E+11  3.731744E+20  5.000000E-01 -3.552714E-15
  11607  8.945251785865E-05  6.000000E+09  6.000000E+09  3.440641E+18  3.731603E+20  6.336984E+11  3.731603E+20  5.000000E-01 -3.996803E-15
  11608  8.946522462957E-05  6.000000E+09  6.000000E+09  3.440645E+18  3.731022E+20  6.336992E+11  3.731022E+20  5.000000E-01 -3.996803E-15
  11609  8.947356574385E-05  6.000000E+09  6.000000E+09  3.440649E+18  3.730575E+20  6.336998E+11  3.730575E+20  5.000000E-01 -3.996803E-15
  11610  8.947949073028E-05  6.000000E+09  6.000000E+09  3.440651E+18  3.730255E+20  6.337002E+11  3.730255E+20  5.000000E-01 -3.552714E-15
  11611  8.948399097074E-05  6.000000E+09  6.000000E+09  3.440652E+18  3.730094E+20  6.337004E+11  3.730094E+20  5.000000E-01 -3.552714E-15
  11612  8.950020081084E-05  6.000000E+09  6.000000E+09  3.440658E+18  3.729339E+20  6.337015E+11  3.729339E+20  5.000000E-01 -3.552714E-15
  11613  8.951078727698E-05  6.000000E+09  6.000000E+09  3.440662E+18  3.728785E+20  6.337022E+11  3.728785E+20  5.000000E-01 -3.330669E-15
  11614  8.951795871062E-05  6.000000E+09  6.000000E+09  3.440665E+18  3.728399E+20  6.337026E+11  3.728399E+20  5.000000E-01 -3.330669E-15
  11615  8.952176589876E-05  6.000000E+09  6.000000E+09  3.440666E+18  3.728239E+20  6.337029E+11  3.728239E+20  5.000000E-01 -3.552714E-15
  11616  8.953558167091E-05  6.000000E+09  6.000000E+09  3.440672E+18  3.727603E+20  6.337038E+11  3.727603E+20  5.000000E-01 -3.996803E-15
  11617  8.954459417593E-05  6.000000E+09  6.000000E+09  3.440675E+18  3.727124E+20  6.337043E+11  3.727124E+20  5.000000E-01 -3.330669E-15
  11618  8.955096233266E-05  6.000000E+09  6.000000E+09  3.440677E+18  3.726782E+20  6.337048E+11  3.726782E+20  5.000000E-01 -3.552714E-15
  11619  8.955442118399E-05  6.000000E+09  6.000000E+09  3.440679E+18  3.726641E+20  6.337050E+11  3.726641E+20  5.000000E-01 -3.552714E-15
  11620  8.956714949308E-05  6.000000E+09  6.000000E+09  3.440683E+18  3.726060E+20  6.337058E+11  3.726060E+20  5.000000E-01 -3.108624E-15
  11621  8.957550497377E-05  6.000000E+09  6.000000E+09  3.440687E+18  3.725614E+20  6.337063E+11  3.725614E+20  5.000000E-01 -3.108624E-15
  11622  8.958144040596E-05  6.000000E+09  6.000000E+09  3.440689E+18  3.725293E+20  6.337067E+11  3.725293E+20  5.000000E-01 -2.886580E-15
  11623  8.958594693663E-05  6.000000E+09  6.000000E+09  3.440690E+18  3.725133E+20  6.337070E+11  3.725133E+20  5.000000E-01 -3.330669E-15
  11624  8.960216984279E-05  6.000000E+09  6.000000E+09  3.440696E+18  3.724379E+20  6.337081E+11  3.724379E+20  5.000000E-01 -3.108624E-15
  11625  8.961276785381E-05  6.000000E+09  6.000000E+09  3.440700E+18  3.723825E+20  6.337087E+11  3.723825E+20  5.000000E-01 -3.552714E-15
  11626  8.961994653175E-05  6.000000E+09  6.000000E+09  3.440703E+18  3.723440E+20  6.337092E+11  3.723440E+20  5.000000E-01 -4.218847E-15
  11627  8.962375583345E-05  6.000000E+09  6.000000E+09  3.440704E+18  3.723280E+20  6.337094E+11  3.723280E+20  5.000000E-01 -3.996803E-15
  11628  8.963758145317E-05  6.000000E+09  6.000000E+09  3.440710E+18  3.722645E+20  6.337103E+11  3.722645E+20  5.000000E-01 -3.774758E-15
  11629  8.964660200942E-05  6.000000E+09  6.000000E+09  3.440713E+18  3.722167E+20  6.337109E+11  3.722167E+20  5.000000E-01 -3.996803E-15
  11630  8.965297694536E-05  6.000000E+09  6.000000E+09  3.440715E+18  3.721825E+20  6.337113E+11  3.721825E+20  5.000000E-01 -3.996803E-15
  11631  8.965644227603E-05  6.000000E+09  6.000000E+09  3.440717E+18  3.721684E+20  6.337115E+11  3.721684E+20  5.000000E-01 -4.440892E-15
  11632  8.966919234423E-05  6.000000E+09  6.000000E+09  3.440721E+18  3.721103E+20  6.337124E+11  3.721103E+20  5.000000E-01 -3.996803E-15
  11633  8.967756234532E-05  6.000000E+09  6.000000E+09  3.440725E+18  3.720657E+20  6.337129E+11  3.720657E+20  5.000000E-01 -3.996803E-15
  11634  8.968350833980E-05  6.000000E+09  6.000000E+09  3.440727E+18  3.720337E+20  6.337133E+11  3.720337E+20  5.000000E-01 -3.996803E-15
  11635  8.968802122967E-05  6.000000E+09  6.000000E+09  3.440728E+18  3.720176E+20  6.337136E+11  3.720176E+20  5.000000E-01 -4.662937E-15
  11636  8.970425734424E-05  6.000000E+09  6.000000E+09  3.440734E+18  3.719423E+20  6.337146E+11  3.719423E+20  5.000000E-01 -3.996803E-15
  11637  8.971486701123E-05  6.000000E+09  6.000000E+09  3.440738E+18  3.718871E+20  6.337153E+11  3.718871E+20  5.000000E-01 -5.329071E-15
  11638  8.972205300191E-05  6.000000E+09  6.000000E+09  3.440741E+18  3.718485E+20  6.337158E+11  3.718485E+20  5.000000E-01 -5.773160E-15
  11639  8.972586444045E-05  6.000000E+09  6.000000E+09  3.440742E+18  3.718326E+20  6.337160E+11  3.718326E+20  5.000000E-01 -5.773160E-15
  11640  8.973969998983E-05  6.000000E+09  6.000000E+09  3.440748E+18  3.717692E+20  6.337169E+11  3.717692E+20  5.000000E-01 -5.329071E-15
  11641  8.974872865422E-05  6.000000E+09  6.000000E+09  3.440751E+18  3.717215E+20  6.337175E+11  3.717215E+20  5.000000E-01 -4.662937E-15
  11642  8.975511041533E-05  6.000000E+09  6.000000E+09  3.440753E+18  3.716873E+20  6.337179E+11  3.716873E+20  5.000000E-01 -4.440892E-15
  11643  8.975858227945E-05  6.000000E+09  6.000000E+09  3.440755E+18  3.716732E+20  6.337181E+11  3.716732E+20  5.000000E-01 -3.552714E-15
  11644  8.977135431445E-05  6.000000E+09  6.000000E+09  3.440759E+18  3.716152E+20  6.337189E+11  3.716152E+20  5.000000E-01 -3.774758E-15
  11645  8.977973898337E-05  6.000000E+09  6.000000E+09  3.440762E+18  3.715706E+20  6.337195E+11  3.715706E+20  5.000000E-01 -3.552714E-15
  11646  8.978569565265E-05  6.000000E+09  6.000000E+09  3.440765E+18  3.715385E+20  6.337199E+11  3.715385E+20  5.000000E-01 -3.552714E-15
  11647  8.979021497503E-05  6.000000E+09  6.000000E+09  3.440766E+18  3.715225E+20  6.337201E+11  3.715225E+20  5.000000E-01 -3.330669E-15
